,rxn
1573,CC(C)=O.Cl.Clc1cc(N2CCC3(CC2)OCCO3)ccn1.O=C([O-])O.[Na+]>>O=C1CCN(c2ccnc(Cl)c2)CC1
200,Brc1c[nH]c2ncccc12.Nc1ccccc1.O=S1(=O)CCCC1>>c1ccc(Nc2c[nH]c3ncccc23)cc1
40104,C=CCOC1(C)CCN(c2c([C@H](OC(C)(C)C)C(=O)OCC)c(C)nc3cc(CI)nn23)CC1.C=CCc1cc(F)ccc1CO.CN(C)C=O.[H-].[Na+]>>C=CCOC1(C)CCN(c2c([C@H](OC(C)(C)C)C(=O)OCC)c(C)nc3cc(COCc4ccc(F)cc4CC=C)nn23)CC1
34781,C1CCNCC1.CC(=O)NC[C@H]1CN(c2ccc3c(c2)CCCCC3=O)C(=O)O1.CC(=O)O.CN(C)CCCOc1ccc(C=O)cc1>>CC(=O)NC[C@H]1CN(c2ccc3c(c2)CCCC(=Cc2ccc(OCCCN(C)C)cc2)C3=O)C(=O)O1
12598,CCO.CCOC(=O)N1C=Cc2cccnc2C1c1ccc(F)cc1.[Pd]>>CCOC(=O)N1CCc2cccnc2C1c1ccc(F)cc1
6775,CC1(C)CC(c2ccccc2N)Nc2ccc(C(F)(F)F)cc21.ClCCl.O.O=S(=O)(Cl)c1ccc(F)cc1.c1ccncc1>>CC1(C)CC(c2ccccc2NS(=O)(=O)c2ccc(F)cc2)Nc2ccc(C(F)(F)F)cc21
40743,CC(CSC(=O)c1ccccc1)C(=O)N1Cc2ccccc2C[C@H]1C(=O)OC(C)(C)C.O=C(O)C(F)(F)F>>CC(CSC(=O)c1ccccc1)C(=O)N1Cc2ccccc2C[C@H]1C(=O)O
5668,CN1CCC(N)CC1.O=C(N[C@H]1CC[C@@H](C(=O)O)C1)c1ccc(-c2cccc(F)c2)nc1>>CN1CCC(NC(=O)[C@@H]2CC[C@H](NC(=O)c3ccc(-c4cccc(F)c4)nc3)C2)CC1
47439,CO.CO.Cl.O.O=C1CN(Cc2ccccc2)CC(=O)N1.[Pd]>>Cl.O=C1CNCC(=O)N1
32705,CC(C)OC(=O)N1CCC(c2nc3ccc(B4OC(C)(C)C(C)(C)O4)cc3o2)CC1.NC(=O)c1ccc(Br)cc1F>>CC(C)OC(=O)N1CCC(c2nc3ccc(-c4ccc(C(N)=O)c(F)c4)cc3o2)CC1
25166,CC(C)N.O=Cc1ccc(-c2noc(-c3nnn(-c4ccccc4F)c3-c3ccncc3)n2)cc1>>CC(C)NCc1ccc(-c2noc(-c3nnn(-c4ccccc4F)c3-c3ccncc3)n2)cc1
19822,CC(C)(C)OC(=O)NC1CCNC1.CCN(CC)CC.COc1ccc(-n2c(=O)n(OCc3ccccc3)c(=O)c3cc(F)c(F)cc32)cc1>>COc1ccc(-n2c(=O)n(OCc3ccccc3)c(=O)c3cc(F)c(N4CCC(NC(=O)OC(C)(C)C)C4)cc32)cc1
24736,CC(C)NCC(Cl)c1ccc(O)c(NS(C)(=O)=O)c1.CCO.Cl>>CCOC(CNC(C)C)c1ccc(O)c(NS(C)(=O)=O)c1.Cl
47806,C1CCOC1.CCOC(=O)COc1ccc(CCCS(=O)(=O)c2ccc(Cl)cc2)cc1NC(=O)c1cccc(C=Cc2nc(-c3ccccc3)cs2)c1.CO.O=C(O)CC(O)(CC(=O)O)C(=O)O.[Na+].[OH-]>>O=C(O)COc1ccc(CCCS(=O)(=O)c2ccc(Cl)cc2)cc1NC(=O)c1cccc(C=Cc2nc(-c3ccccc3)cs2)c1
39181,CC(C)C[C@H]1CN[C@@H](CC(C)C)C(=O)N1.O=C(O)C=Cc1cccc(Cl)c1>>CC(C)C[C@H]1CN(C(=O)C=Cc2cccc(Cl)c2)[C@@H](CC(C)C)C(=O)N1
16224,CCN(C(C)C)C(C)C.CCOCn1c(-c2nc(Cl)ncc2Cl)cc2c(C(=O)NC3CC3)cccc21.CS(C)=O.Cl.N[C@@H]1CCC[C@@H]1O.O>>CCOCn1c(-c2nc(N[C@@H]3CCC[C@@H]3O)ncc2Cl)cc2c(C(=O)NC3CC3)cccc21
4879,C(#Cc1ccccc1)C1=NOC2(CCNCC2)C1.Cc1cccc(C#CC2=NOC3(CCN(C(=O)OC(C)(C)C)C3)C2)n1.ClC(Cl)Cl>>Cc1cccc(C#CC2=NOC3(CCNC3)C2)n1
33719,CC1(c2cccc(N)c2)C2CN(CCCc3ccccc3)CC21.COCCS(=O)(=O)Cl.ClCCl.O.c1ccncc1>>COCCS(=O)(=O)Nc1cccc(C2(C)C3CN(CCCc4ccccc4)CC32)c1
24235,BrB(Br)Br.CCOC(=O)c1cc(-c2ccsc2)c2ccc(OCc3ccccc3)cc2c1.ClCCl>>CCOC(=O)c1cc(-c2ccsc2)c2ccc(O)cc2c1
21072,CCOc1cc(C(C)(C)C)ncc1C1=N[C@@](C)(c2ccc(Cl)cc2)[C@@](C)(c2ccc(Cl)cc2)N1C(=O)Cl.CS(=O)(=O)CCCC1CCNCC1.Cl.Cl>>CCOc1cc(C(C)(C)C)ncc1C1=N[C@@](C)(c2ccc(Cl)cc2)[C@@](C)(c2ccc(Cl)cc2)N1C(=O)N1CCC(CCCS(C)(=O)=O)CC1
5288,C1CCOC1.CCOC(=O)N=NC(=O)OCC.O=C1NC(=O)c2ccccc21.OC1CCC(c2cc(F)c(Br)cc2F)C1.c1ccc(P(c2ccccc2)c2ccccc2)cc1>>O=C1c2ccccc2C(=O)N1C1CCC(c2cc(F)c(Br)cc2F)C1
10379,C1CCOC1.CC(C)(C)[O-].CCOC(=O)CP(=O)(OCC)OCC.O=C(c1ccc(C(F)(F)F)cc1)c1ccc(C(F)(F)F)cc1.[Cl-].[K+].[NH4+]>>CCOC(=O)C=C(c1ccc(C(F)(F)F)cc1)c1ccc(C(F)(F)F)cc1
39562,CCN(CC)CC.CN(C)c1ccncc1.Cc1ccc(S(=O)(=O)Cl)cc1.ClCCl.OC(CCCCOC1CCCCO1)CCCc1cccnc1>>Cc1ccc(S(=O)(=O)OC(CCCCOC2CCCCO2)CCCc2cccnc2)cc1
12783,C1CCOC1.CC(=O)O.CC(=O)O[BH-](OC(C)=O)OC(C)=O.CC(=O)[O-].CC(C)O.CN(C[C@@H](CC=O)c1ccc(Cl)c(Cl)c1)C(=O)c1ccccc1.CNC(=O)C1(N2CCCCC2)CCNCC1.COC(C)(C)C.Cl.Cl.ClCCl.[Na+].[Na+]>>CNC(=O)C1(N2CCCCC2)CCN(CC[C@H](CN(C)C(=O)c2ccccc2)c2ccc(Cl)c(Cl)c2)CC1
9513,CN(C)C=O.CNOC.Cc1cccc(C(=O)O)c1[N+](=O)[O-].Cl.ClCCl.O=C(Cl)C(=O)Cl>>CON(C)C(=O)c1cccc(C)c1[N+](=O)[O-]
34402,COCN1c2cc(CO)c(OC)cc2Oc2nccnc21.ClCCCl.O=[Mn]=O>>COCN1c2cc(C=O)c(OC)cc2Oc2nccnc21
22241,CCCCN(C)C(N)=C(C#N)C(N)=S.CCO.OO>>CCCCN(C)c1nsc(N)c1C#N
5330,C=C(C)[C@@H]1CC[C@]2(N)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC=C(C6=CC7(C6)CC(C(=O)OC)C7)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12.CC#N.Cl.O=P(O)(O)O.O=S1(=O)CCN(CCCl)CC1.[I-].[K+].[K]>>C=C(C)[C@@H]1CC[C@]2(NCCN3CCS(=O)(=O)CC3)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC=C(C6=CC7(C6)CC(C(=O)OC)C7)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12
47188,C1CCOC1.CC(=O)[O-].CC(=O)[O-].CCN(CC)CC.O=C1CN(C(=O)OCc2ccccc2)CCCN1.OB(O)C1CC1.[Cu+2].c1ccncc1>>O=C(OCc1ccccc1)N1CCCN(C2CC2)C(=O)C1
19617,BrCc1ccc(Br)cc1.CC(C)(C)OC(=O)N1CCNCC1.CN(C)C=O.O=C([O-])[O-].[K+].[K+]>>CC(C)(C)OC(=O)N1CCN(Cc2ccc(Br)cc2)CC1
38291,CC1CSc2ccccc2C1.CCC(=O)Cl.Cl.ClC=CCl.[Al+3].[Cl-].[Cl-].[Cl-]>>CCC(=O)c1ccc2c(c1)CC(C)CS2
36676,CCCS.CN(C)C=O.N#Cc1c(F)cccc1OC(F)F.O.[K+].[OH-]>>CCCSc1cccc(OC(F)F)c1C#N
33346,CC(=O)c1cc(Cl)c2cccnc2c1-c1ccccc1F.CO.[BH4-].[Na+]>>CC(O)c1cc(Cl)c2cccnc2c1-c1ccccc1F
4724,C1COCCN1.CCN(CC)CC.O=[N+]([O-])c1ccc(Cl)c(S(=O)(=O)Cl)c1Cl>>O=[N+]([O-])c1ccc(Cl)c(S(=O)(=O)N2CCOCC2)c1Cl
9126,COC(=O)Cc1cc(OCc2ccc(F)cc2)ccc1CN[C@@H](C)C(N)=O.Cc1ccccc1>>C[C@@H](C(N)=O)N1Cc2ccc(OCc3ccc(F)cc3)cc2CC1=O
4055,COc1cc(CC(=O)O)ccc1OCc1ccccc1.Nc1ccc2cnn(CCN3CCCC3)c2c1>>COc1cc(CC(=O)Nc2ccc3cnn(CCN4CCCC4)c3c2)ccc1OCc1ccccc1
20998,CO.COC(=O)[C@@]1(F)CCN(C(=O)OC(C)(C)C)C1.[Na+].[OH-]>>CC(C)(C)OC(=O)N1CC[C@](F)(C(=O)O)C1
2542,BrCC1CC1.CCO.Oc1ccccc1S.[Na+].[OH-]>>Oc1ccccc1SCC1CC1
43866,CCCCc1nc(Cl)c(C=O)n1Cc1ccc2nn(-c3ccccc3C(=O)OCC)c(Br)c2c1.CCO.O.[K+].[OH-]>>CCCCc1nc(Cl)c(C=O)n1Cc1ccc2nn(-c3ccccc3C(=O)O)c(Br)c2c1
28466,C=O.CC(=O)O.CC(=O)O[BH-](OC(C)=O)OC(C)=O.CO.ClCCl.O=S(=O)(Nc1nncs1)c1cc(Cl)c(Oc2ccc(-c3ccc(C(F)(F)F)cc3)cc2-c2ccnn2C2CNC2)cc1F.[Na+]>>CN1CC(n2nccc2-c2cc(-c3ccc(C(F)(F)F)cc3)ccc2Oc2cc(F)c(S(=O)(=O)Nc3nncs3)cc2Cl)C1
29609,Cc1c(Cl)cccc1S(=O)(=O)Cl.Nc1ccc(Oc2ccccc2)cn1.c1ccncc1>>Cc1c(Cl)cccc1S(=O)(=O)Nc1ccc(Oc2ccccc2)cn1
44471,C1COCCO1.C=CC(=O)O.CCN(C(C)C)C(C)C.Nc1cccc(Oc2ncnc(N)c2-c2ccc(Oc3ccccc3)cc2)c1.O=C1OCCN1P(=O)(Cl)N1CCOC1=O>>C=CC(=O)Nc1cccc(Oc2ncnc(N)c2-c2ccc(Oc3ccccc3)cc2)c1
49768,C1CCOC1.C=CCN=C=O.CCN(CC)CC.Nc1nc2cc(Br)cnc2s1>>C=CCNC(=O)Nc1nc2cc(Br)cnc2s1
47258,CCCc1cccc2c1OCCN(C(=O)OC(C)(C)C)C2.CCOC(C)=O.CCOC(C)=O.Cl>>CCCc1cccc2c1OCCNC2.Cl
3947,CC[C@H]1CC[C@@H](Oc2ccc3nc(NC4C5CCCC4CC(C(=O)OC)C5)ccc3c2C(F)(F)F)CC1.CO.Cl.O.[Na+].[OH-]>>CC[C@H]1CC[C@@H](Oc2ccc3nc(NC4C5CCCC4CC(C(=O)O)C5)ccc3c2C(F)(F)F)CC1
6059,C1COCCO1.CC(=O)Nc1cc(Br)c(C)cn1.CCOC(=O)c1c[nH]cc1-c1ccccc1Cl.CCOC(C)=O.CN[C@@H]1CCCC[C@H]1NC.O=C([O-])[O-].[Cu]I.[K+].[K+]>>CCOC(=O)c1cn(-c2cc(NC(C)=O)ncc2C)cc1-c1ccccc1Cl
45134,C=C(c1ccc(-c2ccnn2C)cc1)[C@](O)(Cn1cncn1)c1ccc(F)cc1F.CCO.[Pd]>>C[C@@H](c1ccc(-c2ccnn2C)cc1)[C@](O)(Cn1cncn1)c1ccc(F)cc1F
45919,CC(=O)O.CC(=O)O[BH-](OC(C)=O)OC(C)=O.CCOC(C)=O.ClCCl.NC(=O)c1cccc(-c2ccc(C=O)cn2)c1.NCCC1CC2CCC1C2.[Na+]>>NC(=O)c1cccc(-c2ccc(CNCCC3CC4CCC3C4)cn2)c1
28378,CC(=O)[O-].CC(=O)[O-].CC(C)(C)c1ccc(B(O)O)cc1.CCN(CC)CC.Nc1ccc(-c2ccc(OC(F)(F)F)cc2)cc1.[Cu+2].c1ccncc1>>CC(C)(C)c1ccc(Nc2ccc(-c3ccc(OC(F)(F)F)cc3)cc2)cc1
25138,CCCCCCCCOc1ccc(B(O)O)cc1F.Fc1cc(Br)ccc1I.c1ccc([PH](c2ccccc2)(c2ccccc2)[Pd]([PH](c2ccccc2)(c2ccccc2)c2ccccc2)([PH](c2ccccc2)(c2ccccc2)c2ccccc2)[PH](c2ccccc2)(c2ccccc2)c2ccccc2)cc1>>CCCCCCCCOc1ccc(-c2ccc(Br)cc2F)cc1F
30802,C1CCOC1.CC(C)(C)OC(=O)N1CCC[C@@H]1C=O.CC[P+](c1ccccc1)(c1ccccc1)c1ccccc1.CO.C[Si](C)(C)[N-][Si](C)(C)C.ClCCl.[Br-].[Li+]>>C/C=C\[C@H]1CCCN1C(=O)OC(C)(C)C
6914,CC(C)(C)OC(=O)NC(CC(=O)N1CCCC1CN)Cc1ccccc1F.CCN(CC)CC.COc1ccc(S(=O)(=O)Cl)cc1OC.ClCCl>>COc1ccc(S(=O)(=O)NCC2CCCN2C(=O)CC(Cc2ccccc2F)NC(=O)OC(C)(C)C)cc1OC
13608,CC#N.CC(C)(CCOS(C)(=O)=O)S(=O)(=O)c1cccc(C(F)(F)F)c1.[N-]=[N+]=[N-].[Na+]>>CC(C)(CCN=[N+]=[N-])S(=O)(=O)c1cccc(C(F)(F)F)c1
30385,C1CCOC1.CCO.CCOC(=O)CC1C(NC(=O)OC(C)(C)C)CCCN1C(=O)OCc1ccccc1.Cl.[Na+].[OH-]>>CC(C)(C)OC(=O)NC1CCCN(C(=O)OCc2ccccc2)C1CC(=O)O
6862,CCN(C(C)C)C(C)C.CN(C)C(On1nnc2cccnc21)=[N+](C)C.COCCn1ccc(-c2ccsc2)c1C(=O)C(=O)O.Cc1cc(C)nc(N2CCN(c3ccc(N)cc3)CC2)c1.ClCCl.F[P-](F)(F)(F)(F)F>>COCCn1ccc(-c2ccsc2)c1C(=O)C(=O)Nc1ccc(N2CCN(c3cc(C)cc(C)n3)CC2)cc1
27297,C1=CCCCC1.CCO.CCOC(=O)N1c2cc3c(cc2[C@H](NC(=O)OCc2ccccc2)C[C@@H]1C)CCC3.[Pd]>>CCOC(=O)N1c2cc3c(cc2[C@H](N)C[C@@H]1C)CCC3
855,C1CCOC1.CCOC(=O)c1c(C2CC2)nc(-c2cccnc2)n1Cc1cccc2ccccc12.CO.Cl.[Na+].[OH-]>>O=C(O)c1c(C2CC2)nc(-c2cccnc2)n1Cc1cccc2ccccc12
45199,CCN(C(C)C)C(C)C.CN(C)C(On1nnc2cccnc21)=[N+](C)C.CN(C)C=O.F[P-](F)(F)(F)(F)F.Nc1nc(-c2ccc(C(=O)NC3CC3)cc2)cs1.O=C(O)C1CS[C@H](c2ccccc2)N1C(=O)OCc1ccccc1>>O=C(NC1CC1)c1ccc(-c2csc(NC(=O)C3CS[C@H](c4ccccc4)N3C(=O)OCc3ccccc3)n2)cc1
24772,CC(C(=O)O)c1cccc2cnccc12.NCc1ccc(N2CCCCCC2)c(F)c1.O=C(O)Cc1cccc2cnccc12>>CC(C(=O)NCc1ccc(N2CCCCCC2)c(F)c1)c1cccc2cnccc12
45682,C1CCOC1.COc1ccccc1-c1nc(C2CC(C)(C)OC(C)(C)C2)c[nH]1.N#Cc1ccc(CBr)cc1.[H-].[Na+]>>COc1ccccc1-c1nc(C2CC(C)(C)OC(C)(C)C2)cn1Cc1ccc(C#N)cc1
4245,CCN(CC)CC.CS(=O)(=O)Cl.ClCCl.c1ccc(NCCOCCCSc2cccc3nccn23)cc1>>CS(=O)(=O)N(CCOCCCSc1cccc2nccn12)c1ccccc1
29376,Cc1ccc2noc(-c3ccccc3)c2c1.ClC(Cl)(Cl)Cl.O=C(OOC(=O)c1ccccc1)c1ccccc1.O=C1CCC(=O)N1Br>>BrCc1ccc2noc(-c3ccccc3)c2c1
33924,C.C1CCOC1.C=Cc1nn(C)c2cc(N(CC(=O)NCCN(CC)C(=O)OC(C)(C)C)CC(=O)N(C)N3Cc4ccccc4C3)c(C)cc12.CCO.[Pd]>>CCc1nn(C)c2cc(N(CC(=O)NCCN(CC)C(=O)OC(C)(C)C)CC(=O)N(C)N3Cc4ccccc4C3)c(C)cc12
21501,CC(C)O.COCCOc1cc2nccc(Cl)c2cc1C#N.Cl.Nc1ccc(Cl)cc1F>>COCCOc1cc2nccc(Nc3ccc(Cl)cc3F)c2cc1C#N.Cl
25451,C#C[Mg+].C1CCOC1.CCOCCOc1cc(C=O)cc2c1C(C)(C)CCC2(C)C.[Br-]>>C#CC(O)c1cc(OCCOCC)c2c(c1)C(C)(C)CCC2(C)C
35370,CN(C)C=O.Cc1cc(C(=O)O)nn1Cc1ccc(Cl)nc1.ClCCl.N.O=C(Cl)C(=O)Cl>>Cc1cc(C(N)=O)nn1Cc1ccc(Cl)nc1
48557,C1CCOC1.CC1(C)Oc2ccncc2NC1=O.[Al+3].[H-].[H-].[H-].[H-].[Li+]>>CC1(C)CNc2cnccc2O1
47523,CCOCC.COC(=O)C(F)=CC1(c2ccc(OC(F)F)cc2)CC1.[Al+3].[H-].[H-].[H-].[H-].[Li+]>>OCC(F)=CC1(c2ccc(OC(F)F)cc2)CC1
39988,C1CCOC1.CCCCCC.CCN(CCO)c1ccccc1.COCCl>>CCN(CCOCOC)c1ccccc1
29128,C1CCOC1.CCN=C=NCCCN(C)C.CN(C)c1cccc(-n2cc(C(=O)O)c3cccnc32)c1.Cl.N=C(N)N.On1nnc2ccccc21>>CN(C)c1cccc(-n2cc(C(=O)NC(=N)N)c3cccnc32)c1
39024,CC1(NC(=O)OC(C)(C)C)CCN(C(=O)c2ccc(-c3ccc4ncc(-c5ccc(Cl)cc5)n4c3)cc2)CC1.ClCCl.O.O=C(O)C(F)(F)F.O=C([O-])O.[Na+]>>CC1(N)CCN(C(=O)c2ccc(-c3ccc4ncc(-c5ccc(Cl)cc5)n4c3)cc2)CC1
22871,CNC(=O)Nc1cccc(C(Cn2c(=O)c3c(n(Cc4c(F)cccc4C(F)(F)F)c2=O)COC32CCN(Cc3ccc(C(F)(F)F)o3)CC2)NC(=O)OC(C)(C)C)c1.ClCCl.O=C(O)C(F)(F)F.O=C([O-])O.[Na+]>>CNC(=O)Nc1cccc(C(N)Cn2c(=O)c3c(n(Cc4c(F)cccc4C(F)(F)F)c2=O)COC32CCN(Cc3ccc(C(F)(F)F)o3)CC2)c1
3435,C=CCBr.CO.O.O=C(O)c1ccc(O)cc1.[K+].[OH-]>>C=CCOc1ccc(C(=O)O)cc1
3306,CCO.COC(=O)C1CN(C(=O)OC(C)(C)C)CCc2c1[nH]c1ccccc21.[Na+].[OH-]>>CC(C)(C)OC(=O)N1CCc2c([nH]c3ccccc23)C(C(=O)O)C1
46138,CCN(CC)CC.ClC(c1ccccc1)(c1ccccc1)c1ccccc1.ClCCl.NC1C2CC3CC1CC(O)(C3)C2>>OC12CC3CC(C1)C(NC(c1ccccc1)(c1ccccc1)c1ccccc1)C(C3)C2
1428,C1CCOC1.CO.COC(=O)c1ccc(-c2ccc(OCC3CCN(CC(C)(C)F)CC3)cn2)cc1.O.O.[Li+].[OH-]>>CC(C)(F)CN1CCC(COc2ccc(-c3ccc(C(=O)O)cc3)nc2)CC1
17895,CC(C)(O)c1coc(Cn2ncc([N+](=O)[O-])n2)n1.CCO.N#N.O.[Cl-].[Fe].[NH4+]>>CC(C)(O)c1coc(Cn2ncc(N)n2)n1
2984,CCCCCCC(C)(C)c1ccc(Br)c(O)c1.CCO.CCOC(C)=O.Cc1ccccc1.O=C([O-])[O-].OB(O)c1cc(Cl)cc(Cl)c1.[Na+].[Na+]>>CCCCCCC(C)(C)c1ccc(-c2cc(Cl)cc(Cl)c2)c(O)c1
43119,CC(C)(C/C=C/C(=O)O)NC(=O)OC(C)(C)C.CCN(C(C)C)C(C)C.CCN=C=NCCCN(C)C.CCOC(C)=O.CN(C)C=O.CN[C@H](Cc1ccc2ccccc2c1)C(=O)N(C)CCCc1ccccc1.Cl.ClCCl.On1nnc2cccnc21>>CN(CCCc1ccccc1)C(=O)[C@@H](Cc1ccc2ccccc2c1)N(C)C(=O)/C=C/CC(C)(C)NC(=O)OC(C)(C)C
46857,CCOC(=O)c1nn(C(=O)OC(C)C)nc1C(=O)c1cc(OC)c(OC)cc1[N+](=O)[O-].CCOC(=O)c1nn(COC(=O)OC(C)C)nc1C(=O)c1cc(OC)c(OC)cc1[N+](=O)[O-]>>CCOC(=O)c1nn(COC(=O)OC(C)C)nc1C(=O)c1cc(OC)c(OC)cc1N
9566,CCCCCC.CCCOc1cc2ccccc2cc1N.CCOC(=O)C(C(C)=O)c1ccc(OC)cc1.CCOC(C)=O.c1ccccc1>>CCCOc1cc2ccccc2c2c(=O)c(-c3ccc(OC)cc3)c(C)[nH]c12
27429,C1CCOC1.CCN(CC)CC.CS(=O)(=O)Cl.C[C@H](NC(=O)OCc1ccccc1)C(CCCO)O[Si](C)(C)C(C)(C)C.O>>C[C@H]1C(O[Si](C)(C)C(C)(C)C)CCCN1C(=O)OCc1ccccc1
44962,CC(C)(C)OC(=O)N1CCc2cc3nccnc3cc2CC1.Cl.ClC(Cl)Cl.O.[Na+].[OH-]>>c1cnc2cc3c(cc2n1)CCNCC3
12620,CCOc1cc(F)c(Cn2nc(-c3ncc(OCCSC)c(Nc4ccncc4)n3)c3ccccc32)c(F)c1.ClC(Cl)Cl.ClCCl.O=C(OO)c1ccccc1Cl.O=S([O-])([O-])=S.[Na+].[Na+]>>CCOc1cc(F)c(Cn2nc(-c3ncc(OCCS(C)=O)c(Nc4ccncc4)n3)c3ccccc32)c(F)c1
11659,CC(C)=O.Nc1ccn(CCCCO)n1.O=C(N=C=S)c1ccccc1>>O=C(NC(=S)Nc1ccn(CCCCO)n1)c1ccccc1
6877,C1CCNCC1.CC(=O)O.Cc1ccccc1.O.O=C1CSC(=S)N1.O=Cc1cc(OCc2ccccc2)ccc1OCc1ccccc1>>O=C1NC(=S)SC1=Cc1cc(OCc2ccccc2)ccc1OCc1ccccc1
4904,CCO.CCOC(=O)C(C)Oc1cccc(Oc2c(Cl)cc(C(F)(F)F)cc2Cl)c1.Cl.O.[Na+].[OH-]>>CC(Oc1cccc(Oc2c(Cl)cc(C(F)(F)F)cc2Cl)c1)C(=O)O
46786,CCCI.CO.O=C1NCC(Cc2ccccc2)O1.[Na].c1ccccc1>>CCCN1CC(Cc2ccccc2)OC1=O
26422,CCN(CC)CC.CCN(CC)CCN.CCN=C=NCCCN(C)C.CN(C)C=O.Cc1cc(C(=O)O)c(C=O)[nH]1.O=C([O-])O.On1nnc2ccccc21.[Na+]>>CCN(CC)CCNC(=O)c1cc(C)[nH]c1C=O
33399,CCN(CC)CC.CCN=C=NCCCN(C)C.Cl.ClCCl.FC(F)(F)c1ccc2c(c1)CC(CN1CCNCC1)O2.N#Cc1ccc(NC2CCC(OCC(=O)O)CC2)cc1C(F)(F)F.On1nnc2ccccc21>>N#Cc1ccc(NC2CCC(OCC(=O)N3CCN(CC4Cc5cc(C(F)(F)F)ccc5O4)CC3)CC2)cc1C(F)(F)F
44911,CCCc1cc2c(N3CCn4c(nnc4C(F)(F)F)C3)nc(OCCN)nc2s1.CS(=O)(=O)CC(=O)O>>CCCc1cc2c(N3CCn4c(nnc4C(F)(F)F)C3)nc(OCCNC(=O)CS(C)(=O)=O)nc2s1
14648,C1COCCN1.CC1CCCO1.C[C@H](N)c1nc2ccn(C)c2cc1Br.Cc1ccccc1>>C[C@H](N)c1nc2ccn(C)c2cc1N1CCOCC1
22405,CCOC(=O)Cc1ccc(OC)c(-c2ncc(C)cc2CN(CC)C(=O)NCc2ccccc2)c1.[Li+].[OH-]>>CCN(Cc1cc(C)cnc1-c1cc(CC(=O)O)ccc1OC)C(=O)NCc1ccccc1
3351,CSc1ccc(N)c(C(=O)O)c1.O=CNCCN1CCC(Nc2nc3ccccc3n2Cc2ccc(F)cc2)CC1>>CSc1ccc2ncn(CCN3CCC(Nc4nc5ccccc5n4Cc4ccc(F)cc4)CC3)c(=O)c2c1
14592,CC(C)(F)C[C@H](N[C@@H](c1ccc(B2OC(C)(C)C(C)(C)O2)cc1)C(F)(F)F)C(=O)NC1(C#N)CC1.CN(C)C=O.ClCCl.Cl[Pd]Cl.O=C([O-])O.O=C([O-])[O-].OC(c1ccc(Br)cc1)C(F)(F)F.[Fe+2].[Na+].[Na+].[Na+].c1ccc(P(c2ccccc2)[c-]2cccc2)cc1.c1ccc(P(c2ccccc2)[c-]2cccc2)cc1>>CC(C)(F)C[C@H](N[C@@H](c1ccc(-c2ccc(C(O)C(F)(F)F)cc2)cc1)C(F)(F)F)C(=O)NC1(C#N)CC1
34625,C1COCCO1.O=C(NCc1cccs1)c1cc2cc(Br)cc(Cl)c2[nH]1.O=P([O-])([O-])[O-].OB(O)c1ccccc1.[K+].[K+].[K+].c1ccc([PH](c2ccccc2)(c2ccccc2)[Pd]([PH](c2ccccc2)(c2ccccc2)c2ccccc2)([PH](c2ccccc2)(c2ccccc2)c2ccccc2)[PH](c2ccccc2)(c2ccccc2)c2ccccc2)cc1>>O=C(NCc1cccs1)c1cc2cc(-c3ccccc3)cc(Cl)c2[nH]1
8554,CCCCCCCCCCCCc1cc(C)cc(-n2nc3ccc(Cl)cc3n2)c1O.Cc1ccc(O)c(-n2nc3ccc(Cl)cc3n2)c1.c1ccc2[nH]nnc2c1>>CCCCCCCCCCCCc1cc(C)cc(-n2nc3ccccc3n2)c1O
35342,C=CC[C@@]1(C)C[C@H](c2cccc(Cl)c2)[C@@H](c2ccc(Cl)cc2)N([C@H](C=O)CC)C1=O.CC(C)(C)OC(=O)N1CCNCC1>>C=CC[C@@]1(C)C[C@H](c2cccc(Cl)c2)[C@@H](c2ccc(Cl)cc2)N([C@@H](CC)CN2CCN(C(=O)OC(C)(C)C)CC2)C1=O
27215,Br[P+](N1CCCC1)(N1CCCC1)N1CCCC1.CCN(C(C)C)C(C)C.CCNCc1ccc(C2=NSC(c3cc(Cl)cc(Cl)c3)(C(F)(F)F)C2)cc1C.CCSCC(=O)O.ClCCl.F[P-](F)(F)(F)(F)F>>CCSCC(=O)N(CC)Cc1ccc(C2=NSC(c3cc(Cl)cc(Cl)c3)(C(F)(F)F)C2)cc1C
33105,C1COCCO1.Nc1ccc2nc(Oc3ccccc3)sc2c1.O.S=C(Cl)Cl>>S=C=Nc1ccc2nc(Oc3ccccc3)sc2c1
26098,C1CCOC1.CC(C)(C)OC(=O)OC(=O)OC(C)(C)C.N[C@@H](CC1CC1)C(=O)O.O.O=C([O-])[O-].[K+].[K+]>>CC(C)(C)OC(=O)N[C@@H](CC1CC1)C(=O)O
42119,COCCOCCOCCN(OCc1ccccc1)C(=O)CCC(=O)NCCCCCN(OCc1ccccc1)C(=O)CCC(=O)NCCCCCN(OCc1ccccc1)C(=O)OC(C)(C)C.ClCCl.N#CCCCCN(OCc1ccccc1)C(=O)CCC(=O)NCCCCCNOCc1ccccc1.O=C(O)C(F)(F)F>>COCCOCCOCCN(OCc1ccccc1)C(=O)CCC(=O)NCCCCCN(OCc1ccccc1)C(=O)CCC(=O)NCCCCCNOCc1ccccc1
